oferta_id;oferta_tomador_sexo;oferta_tom_cond;oferta_propietario_tom;oferta_propietario_cond;oferta_veh_tara;oferta_veh_categoria;oferta_veh_puertos;antiguedad_permiso;antiguedad_permiso_riesgo;edad_segundo_conductor_riesgo;cliente_extranjero;car_ranking;d_uso_particular;d_uso_alquiler;d_tipo_ciclomotor;d_tipo_furgoneta;d_tipo_camion;d_tipo_autocar;d_tipo_remolque;d_tipo_agricola;d_tipo_industrial;d_tipo_triciclo;vehiculo_heavy;oferta_sim_cia_actual;oferta_sim_siniestro_5_anio_culpa;oferta_sim_anios_asegurado;oferta_sim_antiguedad_cia_actual;oferta_sim_siniestro_1_anio_culpa;oferta_bonus_simulacion_perc;oferta_veh_valor_unitary;cliente_edad_18_30;cliente_edad_30_65;cliente_edad_65;antiguedad_vehiculo;oferta_adicional_riesgo;oferta_veh_marca;oferta_veh_modelo;oferta_veh_version;oferta_veh_accesorio;oferta_veh_uso;oferta_veh_tipo;oferta_veh_grupo_tarifa;oferta_veh_plazas;oferta_veh_potencia;oferta_veh_cilindrada;cliente_region_AFRICAARABE;cliente_region_AFRICASUBSHARIANA;cliente_region_AMERICADELSUR;cliente_region_ASIAORIENTAL;cliente_region_EUROPACENTRAL;cliente_region_EUROPADELNORTE;cliente_region_EUROPADELSUR;cliente_region_EUROPAOCCIDENTAL;cliente_region_EUROPAORIENTAL;cliente_region_MARCARIBE;cliente_region_OCEANIA;cliente_region_nan;d_sin_cia;cp_risk_relabel;intm_risk_relabel;customer_risk_relabel;veh_risk_relabel;target;risk_cia
11306;1;1;1;0;0;1;0;12;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;31;0;50;46;0;60.0;31334;0;1;0;1;0;64;63;124;1500.0;110;150;17;5;116.0;1968;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;0;6;7;0;0
13665;0;1;1;1;0;1;0;22;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;62;0;56;46;0;60.0;31675;0;1;0;1;0;44;57;130;1500.0;110;150;18;7;130.0;1598;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;0;6;7;0;0
14344;0;1;1;1;0;1;0;24;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;29;0;56;46;0;60.0;31850;0;1;0;1;0;0013;94;240;1500.0;110;100;18;5;150.0;1995;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;5;6;7;0;0
166;1;1;1;1;0;1;0;7;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;92;0;30;30;0;50.0;31800;1;0;0;1;0;54;40;5;1500.0;110;150;18;5;150.0;1395;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;2;6;7;0;0
10478;0;1;1;1;0;1;0;11;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;61;0;56;46;0;60.0;31828;1;0;0;1;0;0013;94;188;7000.0;110;100;18;5;150.0;1995;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;6;4;7;0;0
3502;0;1;1;1;0;1;0;16;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;48;0;56;46;0;60.0;32000;0;1;0;1;0;0061;11;120;1500.0;110;150;18;5;197.0;2494;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;5;6;7;0;0
10247;0;1;1;1;0;1;0;16;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;48;0;56;46;0;60.0;32000;0;1;0;1;0;0061;11;120;1500.0;110;150;18;5;197.0;2494;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;5;6;7;0;0
9132;0;1;1;1;0;1;0;34;0;1;0;3;1;0;1;0;0;0;0;0;0;0;0;79;0;56;46;0;60.0;31430;0;1;0;1;1;65;16;168;1500.0;110;100;18;5;150.0;1969;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;6;6;7;0;0
13743;0;1;1;1;0;1;0;20;0;1;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;35.0;31700;0;1;0;1;1;0002;8;24;2000.0;110;100;18;5;175.0;1956;0;0;0;0;0;0;1;0;0;0;0;0;0;5.0;6;4;7;0;0
1281;1;1;1;1;0;1;0;23;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;60.0;27000;0;1;0;11;0;0064;51;38;1500.0;110;120;18;7;140.0;1968;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;4;6;9;0;0
8240;1;1;1;1;0;1;0;21;0;0;0;9;1;0;1;0;0;0;0;0;0;0;0;8;0;56;46;0;60.0;26375;0;1;0;11;0;0061;31;85;1500.0;110;100;18;5;150.0;2231;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;5;6;9;0;0
13078;1;1;1;1;0;1;0;21;0;0;0;9;1;0;1;0;0;0;0;0;0;0;0;8;0;56;46;0;60.0;26375;0;1;0;11;0;0061;31;85;0.0;110;100;18;5;150.0;2231;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;5;6;9;0;0
10298;1;1;1;1;0;1;0;32;0;0;0;9;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;60.0;26200;0;1;0;11;0;0027;4;24;1500.0;110;100;18;5;140.0;1991;0;0;0;0;0;0;1;0;0;0;0;0;0;5.0;5;6;9;0;0
10093;1;1;1;1;0;1;0;31;0;0;0;9;1;0;1;0;0;0;0;0;0;0;0;0;0;56;0;0;60.0;26200;0;1;0;11;0;0027;4;24;1500.0;110;100;18;5;140.0;1991;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;3;6;9;0;0
12862;1;1;1;0;0;1;0;32;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;24;0;50;46;0;60.0;26517;0;1;0;11;0;0631;1;43;1500.0;110;100;18;4;120.0;1598;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;5;6;9;0;0
5351;1;1;1;1;0;1;0;33;0;0;0;9;1;0;1;0;0;0;0;0;0;0;0;31;0;56;46;0;60.0;26150;0;1;0;11;0;45;15;313;1500.0;110;100;17;5;100.0;1910;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;4;6;9;0;0
8993;0;1;1;1;0;1;0;16;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;4;0;56;46;0;60.0;26890;0;1;0;11;0;0064;13;13;0.0;110;100;17;4;102.0;1595;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;2;6;9;0;0
4271;1;1;1;1;0;1;0;33;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;60.0;26165;0;1;0;11;0;0017;33;50;1500.0;110;100;17;5;110.0;1560;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;7;7;9;0;0
9729;1;1;1;1;0;1;0;39;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;29;0;56;46;0;60.0;26550;0;1;0;11;0;61;31;95;1500.0;110;100;18;5;126.0;1998;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;2;7;9;0;0
13182;1;1;1;0;0;1;0;41;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;24;0;50;46;0;60.0;26510;0;1;0;11;0;64;5;325;1500.0;110;100;17;5;105.0;1896;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;0;7;9;0;0
7386;0;1;1;1;0;1;0;41;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;48;0;56;46;0;60.0;26982;0;1;0;11;0;45;22;37;1500.0;110;120;18;7;140.0;1796;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;6;7;9;0;0
10227;0;1;0;0;0;1;0;43;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;60.0;26690;0;1;0;11;0;0008;26;7;1500.0;110;100;17;5;105.0;1896;0;0;0;0;0;0;1;0;0;0;0;0;0;5.0;7;7;9;0;0
9939;1;1;1;1;0;1;0;27;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;102;0;50;46;0;60.0;27000;0;1;0;11;0;64;51;38;0.0;110;120;18;7;140.0;1968;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;4;7;9;0;0
2870;1;1;1;1;0;1;0;26;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;79;0;56;46;0;60.0;26800;0;1;0;11;0;0046;334;14;1500.0;110;100;18;5;136.0;1997;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;4;7;9;0;0
4939;1;1;0;0;0;1;0;30;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;31;0;56;46;0;60.0;26800;0;1;0;11;0;0046;334;12;1500.0;110;100;18;5;136.0;1997;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;2;7;9;0;0
1304;1;1;1;1;0;1;0;27;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;54;0;56;46;0;60.0;26693;0;1;0;11;0;17;54;53;0.0;110;120;17;7;110.0;1560;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;0;7;9;0;0
4879;1;1;1;1;0;1;0;29;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;85;0;56;46;0;60.0;26740;0;1;0;11;0;0046;334;105;1500.0;110;100;17;5;110.0;1560;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;6;6;9;0;0
2417;1;1;1;1;0;1;0;29;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;31;0;40;40;0;55.00000000000001;26720;0;1;0;11;0;64;5;468;1500.0;110;100;18;5;140.0;1968;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;0;6;9;0;0
5879;1;1;1;1;0;1;0;39;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;64;0;56;10;0;60.0;26510;0;1;0;11;0;0064;5;325;1500.0;110;100;17;5;105.0;1896;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;3;1;9;0;0
5136;1;1;1;0;0;1;0;35;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;54;0;50;46;0;60.0;26800;0;1;0;11;0;0046;334;12;1500.0;110;100;18;5;136.0;1997;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;0;1;9;0;0
4312;1;1;1;1;0;1;0;31;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;28;0;56;46;0;60.0;26920;0;1;0;11;0;0056;8;98;1500.0;110;100;18;5;170.0;1968;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;1;1;9;0;0
8643;1;1;1;1;0;1;0;36;0;0;0;9;1;0;1;0;0;0;0;0;0;0;0;63;0;56;46;0;60.0;26375;0;1;0;11;0;0061;31;85;1500.0;110;100;18;5;150.0;2231;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;2;1;9;0;0
2088;1;1;1;1;0;1;0;51;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;60.0;26165;0;0;1;11;0;0017;33;50;1500.0;110;100;17;5;110.0;1560;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;5;6;9;0;0
5365;1;1;0;0;0;1;0;44;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;4;0;50;46;0;60.0;26950;0;1;0;11;0;17;52;10;1500.0;110;120;17;7;110.0;1560;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;0;5;9;0;0
12412;0;1;0;0;0;1;0;18;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;4;0;56;46;0;60.0;26800;0;1;0;11;0;0061;5;172;0.0;110;120;18;7;177.0;2231;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;3;4;9;0;0
6817;0;1;1;0;0;1;0;20;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;24;0;50;46;0;60.0;26470;0;1;0;11;0;0008;16;157;1500.0;110;100;17;5;105.0;1896;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;1;4;9;0;0
5916;0;1;1;0;0;1;0;20;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;24;0;50;46;0;60.0;26470;0;1;0;11;0;0008;16;157;1500.0;110;100;17;5;105.0;1896;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;1;4;9;0;0
3842;0;1;1;1;0;1;0;7;0;0;0;9;1;0;1;0;0;0;0;0;0;0;0;31;0;56;46;0;60.0;26385;1;0;0;11;0;0064;3;464;1500.0;110;100;18;5;140.0;1968;0;0;0;0;0;0;1;0;0;0;0;0;0;5.0;0;4;9;0;0
14509;1;1;1;1;0;1;0;21;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;60.0;29140;0;1;0;1;0;0054;40;3;1500.0;110;150;18;5;150.0;1395;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;5;6;2;0;0
6492;1;1;1;1;0;1;0;21;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;82;0;56;46;0;60.0;29950;0;1;0;1;0;49;100;195;1500.0;110;120;17;7;110.0;1461;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;4;6;2;0;0
13890;1;1;1;1;0;1;0;17;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;63;0;56;46;0;60.0;29510;0;1;0;1;0;54;39;12;1500.0;110;150;18;5;150.0;1968;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;2;0;2;0;0
6316;1;1;1;1;0;1;0;31;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;11;0;56;46;0;60.0;29270;0;1;0;1;0;46;371;85;1500.0;110;100;17;5;115.0;1560;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;0;6;2;0;0
2854;1;1;1;1;0;1;0;43;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;31;0;56;46;0;60.0;29210;0;1;0;1;0;0064;3;930;1500.0;110;100;18;5;150.0;1968;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;0;7;2;0;0
4963;1;1;1;1;0;1;0;5;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;39;0;56;46;0;55.00000000000001;29850;1;0;0;1;0;0041;265;75;1500.0;110;100;18;5;136.0;2143;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;6;1;2;0;1
12697;1;1;1;1;0;1;0;2;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;29850;1;0;0;1;0;0041;265;75;1500.0;110;100;18;5;136.0;2143;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;2;1;2;0;0
13787;1;1;1;0;0;1;0;29;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;31;0;56;46;0;60.0;29890;0;1;0;1;0;0049;24;832;1500.0;110;100;18;5;205.0;1616;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;2;7;2;0;0
11931;1;1;1;1;0;1;0;28;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;24;0;50;46;0;60.0;29785;0;1;0;1;0;0027;29;84;1500.0;110;150;17;5;115.0;1685;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;2;6;2;0;0
4060;1;1;1;1;0;1;0;20;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;39;0;56;46;0;60.0;29295;0;1;0;1;0;0061;36;14;1500.0;110;100;18;5;122.0;1798;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;7;6;2;0;1
12725;1;1;1;1;0;1;0;37;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;60.0;29485;0;1;0;1;0;0027;29;71;1500.0;110;150;17;5;115.0;1685;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;0;1;2;0;0
5193;1;1;1;1;0;1;0;39;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;31;0;56;46;0;60.0;29290;0;1;0;1;0;0008;16;808;1500.0;110;100;17;5;110.0;1598;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;3;1;2;0;0
9428;1;1;0;0;0;1;0;40;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;31;0;50;46;0;60.0;29050;0;1;0;1;0;17;54;164;0.0;110;120;18;7;120.0;1560;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;3;1;2;0;0
13594;0;1;1;0;0;1;0;27;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;50;46;0;60.0;29140;0;1;0;1;0;54;40;3;1500.0;110;150;18;5;150.0;1395;0;0;0;0;0;0;1;0;0;0;0;0;1;7.0;2;3;2;0;0
6531;0;1;1;0;0;1;0;23;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;50;46;0;60.0;29979;0;1;0;1;0;8;26;461;1500.0;110;100;17;5;116.0;1598;0;0;0;0;0;0;1;0;0;0;0;0;1;7.0;0;3;2;0;0
320;0;1;1;1;0;1;0;18;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;8;0;56;46;0;60.0;29300;0;1;0;1;0;0046;358;104;1500.0;110;150;18;5;120.0;1560;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;5;4;2;0;0
7149;0;1;1;1;0;1;0;13;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;49;0;50;46;0;60.0;29850;0;1;0;1;0;41;265;75;1500.0;110;100;18;5;136.0;2143;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;3;4;2;0;0
2079;1;0;0;1;0;1;0;7;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;60.0;29140;1;0;0;1;0;0054;40;3;2411.0;110;150;18;5;150.0;1395;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;4;6;2;0;0
10373;0;1;1;1;0;1;0;11;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;31;0;50;46;0;60.0;29720;1;0;0;1;0;8;52;5;1500.0;110;150;17;5;116.0;1598;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;0;4;2;0;0
4813;0;1;1;1;0;1;0;19;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;11;0;50;46;0;60.0;29969;0;1;0;1;0;0072;19;21;1500.0;110;150;18;7;197.0;2199;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;4;6;2;0;0
8843;1;1;1;1;0;1;0;21;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;60.0;13913;0;1;0;17;0;0023;40;12;1500.0;110;100;16;5;90.0;1753;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;5;6;9;0;0
6267;1;1;1;1;0;1;0;22;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;31;0;56;46;0;60.0;13126;0;1;0;17;0;0064;6;106;1500.0;110;100;17;5;100.0;1390;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;4;6;9;0;0
237;1;1;0;0;0;1;0;18;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;85;0;56;46;0;60.0;13365;0;1;0;17;0;54;12;51;0.0;110;100;15;5;68.0;1896;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;5;0;9;0;0
12014;0;1;1;1;0;1;0;35;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;11;0;56;46;0;60.0;13853;0;1;0;17;0;0022;16;23;0.0;110;100;17;5;103.0;1596;0;0;0;0;0;0;1;0;0;0;0;0;0;8.0;2;5;9;0;0
1983;0;1;1;1;0;1;0;35;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;11;0;56;46;0;60.0;13853;0;1;0;17;0;0022;16;23;0.0;110;100;17;5;103.0;1596;0;0;0;0;0;0;1;0;0;0;0;0;0;8.0;2;5;9;0;0
14467;0;1;0;0;0;1;0;32;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;28;0;56;46;0;60.0;13257;0;1;0;17;0;0046;5;155;1500.0;110;100;17;5;100.0;1587;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;4;5;9;0;0
13395;0;1;1;0;0;1;0;38;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;20;0;50;46;0;60.0;13160;0;1;0;17;0;0061;35;25;1500.0;110;120;16;5;86.0;1299;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;1;5;9;0;0
7316;0;1;0;0;0;1;0;38;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;50;46;0;60.0;13560;0;1;0;17;0;46;309;23;0.0;110;100;16;5;90.0;1997;0;0;0;0;0;0;1;0;0;0;0;0;1;7.0;1;5;9;0;0
1245;0;1;1;1;0;1;0;18;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;54;0;56;46;0;60.0;13225;0;1;0;17;0;54;14;223;1500.0;110;100;16;5;90.0;1896;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;1;6;9;0;0
5933;1;1;1;1;0;1;0;39;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;31;0;56;46;0;60.0;13228;0;1;0;17;0;46;5;102;1500.0;110;100;15;5;70.0;1868;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;5;7;9;0;0
12636;1;1;1;1;0;1;0;36;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;85;0;56;46;0;60.0;13315;0;1;0;17;0;0054;12;93;1500.0;110;100;15;5;64.0;1896;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;0;7;9;0;0
3896;1;1;1;1;0;1;0;36;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;85;0;56;46;0;60.0;13315;0;1;0;17;0;0054;12;93;1500.0;110;100;15;5;64.0;1896;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;0;7;9;0;0
5245;1;1;1;1;0;1;0;30;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;105;0;50;40;0;60.0;13430;0;1;0;17;0;54;12;86;0.0;110;100;17;5;100.0;1390;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;4;6;9;0;0
411;1;0;1;1;0;1;0;21;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;54;0;56;46;0;60.0;13174;0;1;0;17;0;0017;24;3;0.0;110;100;16;5;90.0;1587;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;4;6;9;0;0
13274;1;1;1;1;0;1;0;15;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;60.0;13315;0;1;0;17;0;54;12;117;1500.0;110;100;15;5;64.0;1896;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;6;6;9;0;0
7525;0;0;0;1;0;1;0;30;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;8;0;56;46;0;60.0;13640;0;1;0;17;0;0045;6;332;0.0;110;100;15;5;75.0;1199;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;1;7;9;0;0
732;1;1;1;1;0;1;0;35;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;63;0;56;46;0;60.0;13858;0;1;0;17;0;46;5;151;1500.0;110;100;15;5;71.0;1868;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;0;1;9;0;0
2640;1;1;1;1;0;1;0;40;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;4;0;56;46;0;60.0;13050;0;1;0;17;0;27;19;2;1500.0;110;100;17;5;107.0;1599;0;0;0;0;0;0;1;0;0;0;0;0;0;7.0;5;1;9;0;0
4248;1;1;1;1;0;1;0;29;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;31;0;56;46;0;60.0;13351;0;1;0;17;1;0044;14;58;1500.0;110;100;16;5;90.0;1497;0;0;0;0;0;0;1;0;0;0;0;0;0;8.0;4;6;9;0;0
